"Binomial.1.2","Order.1.2","Family.1.2","Genus.1.2","Species.1.2","Terrestrial","Marine","Freshwater","Aerial","Life.Habit.Method","Life.Habit.Source","Mass.g","Mass.Method","Mass.Source","Mass.Comparison","Mass.Comparison.Source","Island.Endemicity","IUCN.Status.1.2","Added.IUCN.Status.1.2","Diet.Plant","Diet.Vertebrate","Diet.Invertebrate","Diet.Method","Diet.Source","range.size"
"Aethomys_kaiseri","Rodentia","Muridae","Aethomys","kaiseri",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",90,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",237
"Aethomys_namaquensis","Rodentia","Muridae","Aethomys","namaquensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",50.6,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",80,0,20,"Transformed 000 Species","Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",417
"Aethomys_nyikae","Rodentia","Muridae","Aethomys","nyikae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",77,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",126
"Aethomys_silindensis","Rodentia","Muridae","Aethomys","silindensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",107.6,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","DD","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",9
"Aethomys_stannarius","Rodentia","Muridae","Aethomys","stannarius",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",107.6,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","DD","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",26
"Aethomys_thomasi","Rodentia","Muridae","Aethomys","thomasi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",107.6,"Reported","Global Ecology and Biogeography 18: 19-29 (2009)",NA,NA,"Occurs on mainland","LC","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",47
"Ailuropoda_melanoleuca","Carnivora","Ursidae","Ailuropoda","melanoleuca",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",108400,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","VU","No",90,10,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",26
"Ailurops_melanotis","Diprotodontia","Phalangeridae","Ailurops","melanotis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",6669,"Assumed isometric based on mandible size","Zoologische Abhandlungen Dresden 34: 187-197 (1977)","Ailurops_ursinus","Zoologische Abhandlungen Dresden 34: 187-197 (1977)","Occurs only on isolated islands","CR","No",100,0,0,"Transformed 000 Genus","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",3
"Ailurops_ursinus","Diprotodontia","Phalangeridae","Ailurops","ursinus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",10000,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs only on isolated islands","VU","No",100,0,0,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",53
"Ailurus_fulgens","Carnivora","Ailuridae","Ailurus","fulgens",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",4900,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","EN","No",80,10,10,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",84
"Akodon_aerosus","Rodentia","Cricetidae","Akodon","aerosus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",60,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",46
"Akodon_affinis","Rodentia","Cricetidae","Akodon","affinis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",24.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",14
"Akodon_albiventer","Rodentia","Cricetidae","Akodon","albiventer",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",21.8,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",68
"Akodon_aliquantulus","Rodentia","Cricetidae","Akodon","aliquantulus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",14,"Assumed isometric based on head-body length","Journal of Mammalogy 80: 786-798 (1999)","Akodon_spegazzinii","Journal of Mammalogy 80: 786-798 (1999)","Occurs on mainland","DD","No",0,0,100,"Transformed 000 Species","Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1
"Akodon_azarae","Rodentia","Cricetidae","Akodon","azarae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",25,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",171
"Akodon_boliviensis","Rodentia","Cricetidae","Akodon","boliviensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",27.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",45
"Akodon_budini","Rodentia","Cricetidae","Akodon","budini",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",26.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",7
"Akodon_cursor","Rodentia","Cricetidae","Akodon","cursor",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",39.9,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",132
"Akodon_dayi","Rodentia","Cricetidae","Akodon","dayi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",32.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",51
"Akodon_dolores","Rodentia","Cricetidae","Akodon","dolores",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",50.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",17
"Akodon_fumeus","Rodentia","Cricetidae","Akodon","fumeus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",22.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",36
"Akodon_iniscatus","Rodentia","Cricetidae","Akodon","iniscatus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",28.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",89
"Akodon_juninensis","Rodentia","Cricetidae","Akodon","juninensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",39,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",29
"Akodon_kofordi","Rodentia","Cricetidae","Akodon","kofordi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",29.5,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",9
"Akodon_leucolimnaeus","Rodentia","Cricetidae","Akodon","leucolimnaeus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",28.8,"Imputed","PHYLACINE 1.2",NA,NA,"Occurs on mainland","DD","No",20,0,80,"Imputed 000 Species","PHYLACINE 1.2",2
"Akodon_lindberghi","Rodentia","Cricetidae","Akodon","lindberghi",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",26.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",6
"Akodon_lutescens","Rodentia","Cricetidae","Akodon","lutescens",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",20.7,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",34
"Akodon_mimus","Rodentia","Cricetidae","Akodon","mimus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",24,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",19
"Akodon_molinae","Rodentia","Cricetidae","Akodon","molinae",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",33,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",70
"Akodon_mollis","Rodentia","Cricetidae","Akodon","mollis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",30.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","LC","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",52
"Akodon_montensis","Rodentia","Cricetidae","Akodon","montensis",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",44.1,"Reported","Mammalian Biology 68: 129-143 (2003)",NA,NA,"Occurs on mainland","LC","No",21,0,79,"Imputed 000 Species","PHYLACINE 1.2",147
"Akodon_mystax","Rodentia","Cricetidae","Akodon","mystax",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",18.5,"Reported","Bonner Zoologische Beiträge 47: 193-256 (1998)",NA,NA,"Occurs on mainland","DD","No",20,0,80,"Imputed 000 Species","PHYLACINE 1.2",3
"Akodon_neocenus","Rodentia","Cricetidae","Akodon","neocenus",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",42.4,"Reported","Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,"Occurs on mainland","DD","No",20,0,80,"Reported 000 Species","Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",12
"Akodon_oenos","Rodentia","Cricetidae","Akodon","oenos",1,0,0,0,"Reported","IUCN. 2016. IUCN red list of threatened species. Version 2016-3.",24.8,"Reported","Journal of Mammalogy 91: 387-400 (2010)",NA,NA,"Occurs on mainland","DD","No",20,0,80,"Imputed 000 Species","PHYLACINE 1.2",2
